"TERM : 1104","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Spring 2009-2010","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","",""
"TRANSPORTATION AND PUBLIC  Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"243
TRAN P U","","","","","","","","","","","","","","","",""
"Energy Economics","671
001
4","***","","","","","","","","","",".",".",".",".",".   
.   
."
"TRAN P U
243","4
Dept. Total","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"243
TRAN P U","","","","","","","","","","","","","","","",""
"Special","3","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Graduate","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"","Dept. Total
4","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"November 12, 2010","","","","","","","","","","","","","","","","Page 67 of 413"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for classes or class sections with fewer than five students have been redacted.","","","","","","","","","","","","","","","",""
