"TERM : 1084","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Spring 2007-2008","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"HEC","","","","","","","","","","","","","","","",""
"FAM & CONSUMER COMMUNICA Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"464
FAM COM","","","","","","","","","","","","","","","",""
"Intro Com: Inquiry&Expositn","100
002
1","***","","","","","","","","","",".",".",".",".",".   
.   
."
"Integrated Marktng Communicatn","435
001
1","***","","","","","","","","","",".",".",".",".",".   
.   
."
"FAM COM
464","2
Dept. Total","3.250",".","50.0","50.0",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"464
FAM COM","","","","","","","","","","","","","","","",""
"Freshmen","1","3.000",".",".","100.0",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Senior","1","3.500",".","100.0",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Undergraduates","2","3.250",".","50.0","50.0",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"","Dept. Total
2","3.250",".","50.0","50.0",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"November 30, 2010","","","","","","","","","","","","","","","","Page 151 of 408"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for classes or class sections with fewer than five students have been redacted.","","","","","","","","","","","","","","","",""
