"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"NUR","","","","","","","","","","","","","","","","","","","","","",""
"NUR","College Total","1386","3.612","49.4","27.0","10.8","4.2","1.8","0.2","0.1","1.8","",".","4.7",".","",".","",".",".",".","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","","I","","NW","NR","Other"
"NUR","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"Freshmen","","9","3.731","77.8","11.1",".",".",".","11.1",".",".","",".",".",".","",".","",".",".",".","."
"Sophomore","","56","3.575","46.4","30.4","19.6","3.6",".",".",".",".","",".",".",".","",".","",".",".",".","."
"Junior","","217","3.556","36.9","30.0","12.4","4.6","0.9",".",".",".","",".","15.2",".","",".","",".",".",".","."
"Senior","","702","3.563","48.1","25.9","11.5","6.3","3.0","0.3","0.1","0.1","",".","4.6",".","",".","",".",".",".","."
"Undergraduates","","984","3.564","45.8","26.9","12.1","5.7","2.3","0.3","0.1","0.1","",".","6.6",".","",".","",".",".",".","."
"Special","","20","3.741","55.0","30.0","10.0",".",".",".",".",".","",".",".",".","",".","",".",".",".","5.0"
"Graduate","","379","3.748","58.3","26.9","7.1","0.5","0.5",".",".","6.3","",".",".",".","",".","",".",".",".","0.3"
"Prof Yr 1","","2","3.500","50.0",".","50.0",".",".",".",".",".","",".",".",".","",".","",".",".",".","."
"Prof Yr 4","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".",".","",".","",".",".",".","."
"Professionals","","3","3.500","33.3","33.3","33.3",".",".",".",".",".","",".",".",".","",".","",".",".",".","."
"","College Total","1386","3.612","49.4","27.0","10.8","4.2","1.8","0.2","0.1","1.8","",".","4.7",".","",".","",".",".",".","0.1"
