"Topics in Folklore","Course Total","6","3.833","83.3",".","16.7",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"Independ Stdy-Folklore Grad","699
001","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Seminar in Ethnomusicology","915
001","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Seminar in Folklore","970
001","1","***","","","","","","","","","","",".",".","",".","",".","",".",".","."
"FOLKLORE
380","Dept. Total","289","3.277","32.5","26.0","22.1","9.0","4.2","2.1","1.7","2.1","",".",".","",".","",".","",".",".","0.3","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"380
FOLKLORE","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","66","3.160","25.8","19.7","33.3","15.2","3.0","1.5","1.5",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","40","2.869","10.0","35.0","27.5","7.5","10.0","2.5","7.5",".","",".",".","",".","",".","",".",".",".","."
"Junior","","60","3.150","36.7","21.7","15.0","8.3","8.3","6.7","1.7","1.7","",".",".","",".","",".","",".",".",".","."
"Senior","","110","3.494","36.4","31.8","20.0","7.3","0.9",".",".","2.7","",".",".","",".","",".","",".",".","0.9","."
"Undergraduates","","276","3.248","30.1","27.2","23.2","9.4","4.3","2.2","1.8","1.4","",".",".","",".","",".","",".",".","0.4","."
"Special","","3","4.000","33.3",".",".",".",".",".",".","66.7","",".",".","",".","",".","",".",".",".","."
"Graduate","","10","4.000","100.0",".",".",".",".",".",".",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","289","3.277","32.5","26.0","22.1","9.0","4.2","2.1","1.7","2.1","",".",".","",".","",".","",".",".","0.3","."
