"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","",""
"IES","","","","","","","","","","","","","","","","","","","",""
"IES","College Total","1080","3.284","35.2","19.1","18.3","6.8","7.1","1.8","0.5","4.4","",".","5.1",".","1.6","0.1",".","0.1","."
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","P","I","NW","NR","Other"
"IES","","Grades","GPA","","","","","","","","","","","","","","","","",""
"Freshmen","","75","2.969","18.7","16.0","29.3","20.0","12.0","4.0",".",".","",".",".",".",".",".",".",".","."
"Sophomore","","160","3.128","22.5","28.1","23.8","11.3","11.3","3.1",".",".","",".",".",".",".",".",".",".","."
"Junior","","193","3.186","30.1","23.8","24.4","4.7","12.4","3.1","1.6",".","",".",".",".",".",".",".",".","."
"Senior","","288","3.294","35.4","24.3","21.2","8.0","7.6","1.7","0.7","1.0","",".",".",".",".",".",".",".","."
"Undergraduates","","716","3.191","29.3","24.2","23.5","9.1","10.2","2.7","0.7","0.4","",".",".",".",".",".",".",".","."
"Special","","21","3.186","33.3","4.8","38.1","9.5","9.5",".",".",".","",".","4.8",".",".",".",".",".","."
"Graduate","","342","3.724","47.7","9.4","6.4","1.8","0.6",".",".","13.2","",".","15.5",".","5.0","0.3",".","0.3","."
"Prof Yr 1","","1","",".",".",".",".",".",".",".",".","",".","100.0",".",".",".",".",".","."
"Professionals","","1","",".",".",".",".",".",".",".",".","",".","100.0",".",".",".",".",".","."
"","College Total","1080","3.284","35.2","19.1","18.3","6.8","7.1","1.8","0.5","4.4","",".","5.1",".","1.6","0.1",".","0.1","."
