"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","","",""
"BUS","","","","","","","","","","","","","","","","","","","","","",""
"GENERAL BUSINESS","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","","","","",""
"Data to Decisions","Course Total","68","3.816","66.2","30.9","2.9",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Stats and Progrmg-BusAnalytics","705
001","23","3.848","69.6","30.4",".",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"","720
001","27","3.722","44.4","55.6",".",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"","720
002","19","3.658","42.1","47.4","10.5",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"Business Data Visualization","Course Total","46","3.696","43.5","52.2","4.3",".",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Prescriptive Modeling & Opt","001
730","26","3.660","38.5","50.0","7.7",".",".",".",".","3.8",".","",".",".","",".","",".",".",".","."
"Expmnts CausMthds-BusAnalytics","740
001","34","3.500","29.4","41.2","29.4",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"Prof Experience in Business","750
001","3","***","","","","","","","","","","",".",".","",".","",".",".",".","."
"Business Data Technology","760
001","37","3.622","51.4","21.6","27.0",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"Contemporary Topics","765
040","51","3.853","70.6","29.4",".",".",".",".",".",".",".","",".",".","",".","",".",".",".","."
"Beginning a Research Career","933
001","12","",".",".",".",".",".",".",".","100.0",".","",".",".","",".","",".",".",".","."
"GEN BUS
231","Dept. Total","3643","3.360","44.9","23.6","16.6","8.9","3.8","0.6","0.4","0.6","",".","0.4","",".","",".","0.2",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","",""
"231
GEN BUS","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","301","3.816","79.1","11.0","6.0","2.0","2.0",".",".",".","",".",".","",".","",".",".",".",".","."
"Sophomore","","1000","3.285","51.7","17.2","15.2","8.3","5.4","1.0","0.6",".","",".","0.1","",".","",".","0.5",".",".","."
"Junior","","1097","3.373","40.3","27.8","16.3","9.9","4.4","0.5",".","0.1","",".","0.4","",".","",".","0.4",".",".","."
"Senior","","878","3.247","28.0","26.5","24.5","14.2","3.6","0.7","0.8","0.9","",".","0.7","",".","",".",".",".",".","."
"Undergraduates","","3276","3.326","44.0","22.7","17.2","9.9","4.3","0.6","0.4","0.3","",".","0.3","",".","",".","0.3",".",".","."
"Special","","18","3.528","44.4","22.2","27.8","5.6",".",".",".",".","",".",".","",".","",".",".",".",".","."
"Graduate","","348","3.716","52.6","31.9","10.3","0.3",".",".",".","4.0","",".","0.9","",".","",".",".",".",".","."
"Prof Yr 3","","1","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"Professionals","","1","***","","","","","","","","","","",".","",".","",".",".",".",".","."
"","Dept. Total","3643","3.360","44.9","23.6","16.6","8.9","3.8","0.6","0.4","0.6","",".","0.4","",".","",".","0.2",".",".","."
