"AMN","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AIR FORCE AEROSPACE STUDI","Section","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"102
A F AERO","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Foundations of US Air Force I","101
001","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","102
001","","8","3.688","50.0","37.5","12.5",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"","102
002","","7","3.786","71.4","14.3","14.3",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Foundations of US Air Force II","Course Total","","15","3.733","60.0","26.7","13.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","202
001","","11","3.955","90.9","9.1",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"","202
002","","5","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Evolution of US Air & Space II","Course Total","","16","3.875","81.3","12.5","6.3",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Leadership Studies II","001
304","","15","3.767","73.3","6.7","20.0",".","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"Preparation for Active Duty","001
402","","13","3.462","46.2","15.4","23.1","15.4","",".",".","",".","",".","",".","",".",".","",".","",".","",".",".","."
"A F AERO
102","Dept. Total","","60","3.677","66.7","15.0","15.0","3.3","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"102
A F AERO","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","7","3.571","42.9","28.6","28.6",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","14","3.857","78.6","14.3","7.1",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","19","3.782","73.7","15.8","10.5",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Senior","","","20","3.571","60.0","10.0","20.0","10.0","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","","60","3.677","66.7","15.0","15.0","3.3","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"","Dept. Total","","60","3.677","66.7","15.0","15.0","3.3","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
