"EDU","","","","","","","","","","","","","","","","","","","","","","",""
"REHAB PSYCH & SPECIAL EDU","Section","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"194
RP & SE","","","","","","","","","","","","","","","","","","","","","","",""
"RP & SE
194","Dept. Total","530","3.859","72.8","14.7","6.0","0.8","0.2","",".","",".","2.1","",".",".","",".","3.0","0.4",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","","F","","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","",""
"194
RP & SE","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","71","3.676","54.9","26.8","16.9","1.4",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","56","3.777","69.6","17.9","10.7","1.8",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Junior","","61","3.869","78.7","16.4","4.9",".",".","",".","",".",".","",".",".","",".",".",".",".",".","."
"Senior","","169","3.913","81.1","14.8","3.6",".",".","",".","",".",".","",".",".","",".",".","0.6",".",".","."
"Undergraduates","","357","3.849","73.7","17.9","7.6","0.6",".","",".","",".",".","",".",".","",".",".","0.3",".",".","."
"Special","","22","3.925","77.3","13.6",".",".",".","",".","",".","9.1","",".",".","",".",".",".",".",".","."
"Graduate","","151","3.877","70.2","7.3","3.3","1.3","0.7","",".","",".","6.0","",".",".","",".","10.6","0.7",".",".","."
"","Dept. Total","530","3.859","72.8","14.7","6.0","0.8","0.2","",".","",".","2.1","",".",".","",".","3.0","0.4",".",".","."
