"TERM : 0974","","","","Percentage Distribution of Grades","","","","","","","","","","","","Office of the Registrar"
"Spring 1996-97","","","","","","","","","","","","","","","","Institutional Reporting"
"","","","","University of Wisconsin - Madison","","","","","","","","","","","",""
"","","","","","","(Non-Cross Listed)","","","","","","","","","",""
"ALS","","","","","","","","","","","","","","","",""
"CONSERVATION","Section
#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"267
CONSERV","","","","","","","","","","","","","","","",""
"Environmental Management","300
001
1","***","","","","","","","","","",".",".",".",".",".   
.   
."
"CONSERV
267","1
Dept. Total","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Summary by Level","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW
NR
Other"
"","Grades","GPA","","","","","","","","","","","","","",""
"267
CONSERV","","","","","","","","","","","","","","","",""
"Senior","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"Undergraduates","1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"","Dept. Total
1","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".","",".  
.  
.  
."
"March 29, 2013","","","","","","","","","","","","","","","","Page 15 of 375"
"* Please note: This report does not combine crosslisted courses","","","","","","","","","","","","","","","",""
"*** Please note: In order to protect student privacy, grade distributions for classes or class sections with fewer than five students have been redacted.","","","","","","","","","","","","","","","",""
