"CURRICULUM AND INSTRUCTIO Section","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","",""
"990","098","5","***","","","","","","","","","",".",".",".",".",".",".","."
"990","099","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Research or Thesis","Course Total","124","",".",".",".",".",".",".",".","86.3","3.2",".",".","9.7","0.8",".",".","."
"991
Post-Secondary Teaching Practm","023","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","001","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","006","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","007","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","010","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","012","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","019","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","022","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","031","2","***","","","","","","","","","",".",".",".",".",".",".","."
"999","056","4","***","","","","","","","","","",".",".",".",".",".",".","."
"999","072","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","075","1","***","","","","","","","","","",".",".",".",".",".",".","."
"999","091","1","***","","","","","","","","","",".",".",".",".",".",".","."
"Independent Reading","Course Total","21","3.953","81.0",".","4.8",".",".",".",".","9.5",".",".",".","4.8",".",".",".","."
"CURRIC
272","Dept. Total","1944","3.925","69.9","3.7","2.0","0.5","0.1","0.1","0.1","5.8","0.2","12.0",".","0.7","2.5","0.1","2.4","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"272
CURRIC","","","","","","","","","","","","","","","","","","",""
"Freshmen","","21","3.164","33.3","14.3","33.3","14.3",".",".","4.8",".",".",".",".",".",".",".",".","."
"Sophomore","","35","3.932","94.3",".","5.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"Junior","","261","3.937","77.4","6.1","1.5","0.4",".",".",".",".",".","14.6",".",".",".",".",".","."
"Senior","","817","3.913","71.5","4.4","2.4","0.7","0.1","0.1","0.1",".",".","20.0",".",".","0.5","0.1",".","."
"Undergraduates","","1134","3.902","72.8","4.9","2.9","0.9","0.1","0.1","0.2",".",".","17.7",".",".","0.4","0.1",".","."
"Special","","58","3.987","91.4","1.7",".",".",".",".",".",".",".","3.4",".",".","3.4",".",".","."
"Graduate","","752","3.968","63.8","2.1","0.8",".",".",".",".","15.0","0.5","4.1",".","1.7","5.6",".","6.3","."
"","Dept. Total","1944","3.925","69.9","3.7","2.0","0.5","0.1","0.1","0.1","5.8","0.2","12.0",".","0.7","2.5","0.1","2.4","."
