"EGR","","","","","","","","","","","","","","","","","","",""
"INTERDIS COURSES  (ENGR)","Section","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","",""
"","110
002","250","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","110
003","252","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"Introduction to Engineering","Course Total","502","",".",".",".",".",".",".",".",".",".","100.0",".",".",".",".",".","."
"","170
001","24","3.729","50.0","45.8","4.2",".",".",".",".",".",".",".",".",".",".",".",".","."
"","170
002","22","3.909","86.4","9.1","4.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"","170
003","21","3.786","57.1","42.9",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","005
170","23","3.609","43.5","34.8","21.7",".",".",".",".",".",".",".",".",".",".",".",".","."
"","170
007","23","3.913","82.6","17.4",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"","170
008","24","3.813","70.8","20.8","8.3",".",".",".",".",".",".",".",".",".",".",".",".","."
"","170
009","24","3.563","50.0","29.2","12.5",".","8.3",".",".",".",".",".",".",".",".",".",".","."
"","010
170","24","3.688","50.0","37.5","12.5",".",".",".",".",".",".",".",".",".",".",".",".","."
"Design Practicum","Course Total","185","3.749","61.1","29.7","8.1",".","1.1",".",".",".",".",".",".",".",".",".",".","."
"Current Issues in Intl Engr","413
001","11","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Topics-Interdis Engineering","601
001","24","3.521","58.3","29.2",".",".","4.2","8.3",".",".",".",".",".",".",".",".",".","."
"INTEREGR
496","Dept. Total","722","3.742","19.1","8.6","2.1",".","0.4","0.3",".",".",".","69.5",".",".",".",".",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","CR","N","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","",""
"496
INTEREGR","","","","","","","","","","","","","","","","","","",""
"Freshmen","","391","3.702","16.6","9.5","2.3",".","0.5","0.3",".",".",".","70.8",".",".",".",".",".","."
"Sophomore","","395","3.766","38.2","6.3","1.5",".","0.3","0.3",".",".",".","52.9",".",".",".","0.5",".","."
"Junior","","134","4.000","85.8",".",".",".",".",".",".",".",".","11.9",".",".",".","2.2",".","."
"Senior","","30","4.000","100.0",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
"Undergraduates","","950","3.742","38.0","6.5","1.6",".","0.3","0.2",".",".",".","52.8",".",".",".","0.5",".","."
"Special","","1","***","","","","","","","","","",".",".",".",".",".",".","."
"","Dept. Total","951","3.742","38.1","6.5","1.6",".","0.3","0.2",".",".",".","52.8",".",".",".","0.5",".","."
