"Summary by Level","#","","Ave","A","AB","B","BC","","C","","D","","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"FAM MED","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","1","4.000","100.0",".",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Junior","","1","4.000","100.0",".",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Senior","","4","3.857","75.0","25.0",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Undergraduates","","6","3.909","83.3","16.7",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Graduate","","2","4.000","100.0",".",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 1","","35","4.000","2.9",".",".","",".","",".","",".","",".","97.1","",".",".","",".","",".","",".",".",".","."
"Prof Yr 2","","9","",".",".",".","",".","",".","",".","",".","100.0","",".",".","",".","",".","",".",".",".","."
"Prof Yr 3","","2","4.000","100.0",".",".","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Prof Yr 4","","26","3.926","88.5","7.7","3.8","",".","",".","",".","",".",".","",".",".","",".","",".","",".",".",".","."
"Professionals","","72","3.933","36.1","2.8","1.4","",".","",".","",".","",".","59.7","",".",".","",".","",".","",".",".",".","."
