"","992
001","24","3.958","91.7","8.3",".",".",".",".",".",".",".","",".",".","",".",".",".",".","."
"","992
002","4","***","","","","","","","","","","",".",".","",".",".",".",".","."
"Seminar","Course Total","28","3.963","92.9","7.1",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Statistical Consulting","001
998","13","3.885","76.9","23.1",".",".",".",".",".",".",".","",".",".","",".",".",".",".","."
"STAT
932","Dept. Total","1605","3.197","30.7","20.9","24.5","8.5","9.4","2.3","1.3","1.7","",".","0.1","",".","0.1",".","0.2","0.2","0.1"
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"932
STAT","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","35","2.857","20.0","11.4","28.6","11.4","22.9","5.7",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","293","2.937","22.2","15.0","28.7","11.6","15.7","5.1","1.7",".","",".",".","",".",".",".",".",".","."
"Junior","","417","3.063","25.7","17.5","27.3","9.8","15.3","3.1","0.7",".","",".",".","",".",".","0.5",".",".","."
"Senior","","332","3.033","28.6","13.3","26.5","13.0","10.8","4.5","2.1","0.3","",".",".","",".",".",".","0.6",".","0.3"
"Undergraduates","","1077","3.013","25.4","15.3","27.5","11.3","14.3","4.2","1.4","0.1","",".",".","",".",".","0.2","0.2",".","0.1"
"Special","","52","3.415","42.3","17.3","13.5","7.7","5.8",".","1.9","5.8","",".",".","",".",".","5.8",".",".","."
"Graduate","","307","3.649","48.5","23.5","12.4","1.0","1.3",".",".","11.4","",".","0.7","",".","0.3","0.7","0.3",".","."
"Prof Yr 3","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"Professionals","","1","3.500",".","100.0",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","Dept. Total","1437","3.153","31.0","17.2","23.7","9.0","11.2","3.1","1.1","2.7","",".","0.1","",".","0.1","0.5","0.2",".","0.1"
