"Print&Electronic Media Dsgn","530
002","","3","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","601
002","","3","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"","601
015","","1","***","","","","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"Internship","Course Total","","4","***","","","","","","","","","","","","","","","","","","","","","","","",""
"FAM COM
464","Dept. Total","","56","3.588","42.9","26.8","17.9","1.8","","1.8","",".","",".","",".","",".","7.1","",".","",".","",".",".",".","1.8"
"Summary by Level","","#","","Ave","A","AB","B","BC","C","","D","","F","","S","","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","","","","",""
"464
FAM COM","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","18","3.472","33.3","33.3","27.8","5.6","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","2","4.000","100.0",".",".",".","",".","",".","",".","",".","",".",".","",".","",".","",".",".",".","."
"Junior","","","8","3.429","25.0","25.0","37.5",".","",".","",".","",".","",".","",".","12.5","",".","",".","",".",".",".","."
"Senior","","","18","3.641","44.4","27.8","16.7",".","",".","",".","",".","",".","",".","11.1","",".","",".","",".",".",".","."
"Undergraduates","","","46","3.551","39.1","28.3","23.9","2.2","",".","",".","",".","",".","",".","6.5","",".","",".","",".",".",".","."
"","Dept. Total","","46","3.551","39.1","28.3","23.9","2.2","",".","",".","",".","",".","",".","6.5","",".","",".","",".",".",".","."
