"L&S","","","","","","","","","","","","","","","","","","","","","","","","",""
"EAST ASIAN AREA STUDIES","Section","#","","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"298
E A STDS","","","","","","","","","","","","","","","","","","","","","","","","",""
"Intro to East Asian Civ","222
001","","65","3.339","49.2","16.9","10.8","4.6","7.7","3.1","3.1","",".",".","",".",".","",".","",".","","1.5",".","3.1"
"Senior Honors Thesis","681
030","","1","***","","","","","","","","","","","",".",".","",".","",".","",".",".","."
"E A STDS
298","Dept. Total","","66","3.349","50.0","16.7","10.6","4.5","7.6","3.0","","3.0",".","",".",".","",".","",".","",".","1.5",".","3.0"
"Summary by Level","","#","","Ave","A","AB","B","BC","C","D","F","","S","U","","CR","N","","P","","I","","NW","NR","Other"
"","","Grades","","GPA","","","","","","","","","","","","","","","","","","","","",""
"298
E A STDS","","","","","","","","","","","","","","","","","","","","","","","","",""
"Freshmen","","","27","3.148","25.9","22.2","22.2","22.2","3.7","3.7","",".",".","",".",".","",".","",".","",".",".",".","."
"Sophomore","","","21","3.100","14.3","23.8","33.3","14.3","9.5",".","",".","4.8","",".",".","",".","",".","",".",".",".","."
"Junior","","","6","3.800","50.0","33.3",".",".",".",".","",".",".","",".",".","",".","",".","",".",".","16.7","."
"Senior","","","12","3.364","33.3","25.0","8.3","25.0",".",".","",".",".","",".",".","",".","",".","",".",".","8.3","."
"Undergraduates","","","66","3.222","25.8","24.2","21.2","18.2","4.5","1.5","",".","1.5","",".",".","",".","",".","",".",".","3.0","."
"","Dept. Total","","66","3.222","25.8","24.2","21.2","18.2","4.5","1.5","",".","1.5","",".",".","",".","",".","",".",".","3.0","."
