"Reading & Rsch-Marketing","Course Total","24","3.926","95.8",".","4.2",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","990
025","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"","990
120","1","***","","","","","","","","","","",".",".","",".",".",".",".","."
"PhD Thesis-Marketing","Course Total","2","***","","","","","","","","","","","","","","","","","",""
"MARKETNG
237","Dept. Total","1499","3.325","24.5","31.8","31.8","8.9","2.5","0.1","0.1","0.3","",".",".","",".",".",".","0.1",".","."
"Summary by Level","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"237
MARKETNG","","","","","","","","","","","","","","","","","","","","",""
"Sophomore","","2","2.500",".",".",".","100.0",".",".",".",".","",".",".","",".",".",".",".",".","."
"Junior","","411","3.210","15.6","30.9","38.0","12.4","2.2","0.5","0.2","0.2","",".",".","",".",".",".",".",".","."
"Senior","","896","3.343","23.4","36.8","26.9","9.6","1.9","0.6",".","0.7","",".",".","",".",".","0.1",".",".","."
"Undergraduates","","1309","3.300","20.9","34.9","30.3","10.6","2.0","0.5","0.1","0.5","",".",".","",".",".","0.1",".",".","."
"Special","","25","3.313","32.0","16.0","36.0","4.0","8.0",".",".",".","",".",".","",".",".",".","4.0",".","."
"Graduate","","392","3.729","57.9","32.4","8.9",".",".",".",".","0.3","",".",".","",".","0.5",".",".",".","."
"","Dept. Total","1726","3.392","29.5","34.1","25.6","8.1","1.6","0.4","0.1","0.5","",".",".","",".","0.1","0.1","0.1",".","."
