"TERM : 1164","","","","","Percentage Distribution of Grades","","","","","","","","","","","","","","Office of the Registrar","",""
"Spring 2015-2016","","","","","","","","","","","","","","","","","","","","",""
"","","","","","University of Wisconsin - Madison","","","","","","","","","","","","","","","",""
"","","","","","","","(Non-Cross Listed)","","","","","","","","","","","","","",""
"IES","","","","","","","","","","","","","","","","","","","","",""
"IES","College Total","1628","3.462","47.1","20.9","16.8","4.7","4.1","1.0","0.4","3.1","",".",".","",".","1.0","0.9",".","0.1","0.1"
"Summary by College/School","","#","Ave","A","AB","B","BC","C","D","F","S","U","","CR","N","","P","I","NW","NR","Other"
"IES","","Grades","GPA","","","","","","","","","","","","","","","","","",""
"Freshmen","","64","3.205","40.6","17.2","14.1","17.2","7.8","3.1",".",".","",".",".","",".",".",".",".",".","."
"Sophomore","","286","3.359","44.8","21.0","19.9","8.7","4.5","0.7","0.3",".","",".",".","",".",".",".",".",".","."
"Junior","","339","3.350","42.5","20.6","23.0","4.7","5.9","2.1","0.6",".","",".",".","",".",".","0.6",".",".","."
"Senior","","647","3.502","48.4","24.0","17.6","3.2","4.0","0.9","0.5","0.2","",".",".","",".",".","1.1",".",".","0.2"
"Undergraduates","","1336","3.417","45.7","22.2","19.3","5.5","4.8","1.3","0.4","0.1","",".",".","",".",".","0.7",".",".","0.1"
"Special","","17","3.848","41.2","17.6",".",".",".",".",".","35.3","",".",".","",".",".",".",".","5.9","."
"Graduate","","271","3.806","53.5","14.8","5.5","1.1","0.7",".",".","16.2","",".",".","",".","5.9","2.2",".",".","."
"Prof Yr 3","","3","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Prof Yr 4","","1","***","","","","","","","","","","",".","",".",".",".",".",".","."
"Professionals","","4","3.909","75.0","25.0",".",".",".",".",".",".","",".",".","",".",".",".",".",".","."
"","College Total","1628","3.462","47.1","20.9","16.8","4.7","4.1","1.0","0.4","3.1","",".",".","",".","1.0","0.9",".","0.1","0.1"
